product_uid,product_name,product_description,product_image_url,product_image_visual_description
188002,Builders Edge 15 in. x 52 in. Louvered Vinyl Exterior Shutters Pair in #002 Black,"Builders Edge decorative 15 in. x 52 in. Louvered Vinyl Exterior Shutters Pair in #002 Black (actual 14.5 in. x 51.75 in.) are designed with a deep wood-grain texture for the appearance of wood shutters without the maintenance worries of wood. Durable copolymer construction features molded-through color so there is no paint to ever scratch or flake. Our shutters install on any surface: wood, vinyl, stucco, brick, or fiber cement. Includes Shutter-Lok fasteners for installation. Limited lifetime warranty.Available in 20 maintenance-free accent colors or a separate paintable optionMatching color installation hardware includedDue to materials, widths and lengths are nominalProduct cannot be paintedSold in pairsAK, HI ship to store onlyLimited lifetime warranty",https://www.amazon.com/14-5-Builders-Edge-Shutters-Pair/dp/B07LGXS6JC,
195936,Leaktite Premium 5-gal. Food Storage Container (10-Pack),"Leaktite's 5 Gal. premium storage containers are manufactured to be safe for food storage. The premium design is manufactured from high quality plastic and is tough enough to store nails and screws along with any standard home or food needs. Includes 10 containers. Lids are available.All pails have a sturdy wire bail with a plastic handgripStrong reinforcing ribs guarantee that the containers keep their shapeThe wall thickness is .090 in.Made with a tapered design, pails nest to save space, and they separate easilyLids are not included with the buckets",https://www.u-buy.com.ng/product/2E4ENRQQ-leaktite-premium-5-gal-pail-food-storage-container-bucket-strong-reinforced-ribs-sturdy-wire-bail10-,
112517,KOHLER Wheatland Self-Rimming Cast Iron 33x22x9.625 4-Hole Kitchen Sink in White,"A fresh new take on traditional sink design, Wheatland offers innovative features in a stylish package. Crafted from enameled cast iron, this sink resists scratching, burning, and staining for years of beauty and reliable performance. Large/medium bowls allow you to keep clean and dirty dishes separate, and the large bowl is extra-spacious to accommodate your biggest pots and pans.Click here to explore the Strength, Style, and Soul, of KOHLER Enameled Cast Iron.36-inch minimum base cabinet widthLarge/medium bowls9-inch depthThree faucet holes with one accessory hole to the rightRear drain increases workspace in the sink and storage space underneathKOHLER enameled cast ironTop-mountClick here to learn more about kitchen sinks",https://i.pinimg.com/474x/e0/4d/28/e04d280b7722547049550c56c31d0495.jpg,
100480,Cub Cadet 3X 26 in. 357cc 3-Stage Electric Start Gas Snow Blower with Power Steering and Heated Grips,"Introducing the revolutionary new Cub Cadet 3X 3-Stage snow blower. These industry exclusive cuts through tough packed snow and ice like no other machine available today. The 3X's unique high-speed Induction Accelerator draws snow through the system, creating an effortless forward motion. No backups. No ride ups. No spill over. This new 3X technology easily cuts through deep snowfall up to 50% faster than 2-Stage snow blowers. There's no stopping the next generation of Cub Cadet snow blowers.California residents: see&nbsp;Proposition 65 informationIdeal snowfall range: 6 in. to 16 in.Ideal surfaces: smooth and gravel surfaces; flat to slight slope26 in. clearing width, 21 in. intake height357cc electric start Cub Cadet 4-cycle OHV engineClear snow faster: new 3X induction accelerator moves snow up to 50% faster than 2X snow throwersTrigger controlled power steering at your fingertips for unmatched control, effortless maneuverability and 1-hand operationHeated hand grips for added comfortRevolutionary cool blue skid shoes glide along surfaces for better maneuverability and won't rust or damage your driveway6 forward and 2 reverse speeds allow for easy snow clearing at your pacePush button electric start makes it incredibly easy to start in tough winter conditionsSingle-hand 4-way chute control adjusts the chute rotation and pitch with 1-hand for the ultimate snow throwing controlIn-dash headlight allows you to clear your driveway any time of the day or night15 in. x 5 in. X-TRAC tires provide solid traction in extreme weather conditionsThrows snow up to 40 ft.Use 5-Walt-30 engine oil for easy starting at all temperaturesYou're covered winter after winter with a premium 3-year limited residential and 1-year limited commercial warranty and 5-year limited auger gearboxHome Depot Protection Plan:",https://946e583539399c301dc7-100ffa5b52865b8ec92e09e9de9f4d02.ssl.cf2.rackcdn.com/27148/7620206.jpg,
139340,Martha Stewart Living 1-3/8 in. Wood Single Bracket in Antique Mahogany,Martha Stewart Living 1-3/8 in. Brackets decorate your window with the inherent beauty of natural wood. The natural beauty of wood brackets adds style to any decor. The brackets screw into a wall to securely attach a wood pole to the surface for hanging window treatments.Use with 1-3/8 in. wood poleInclude 1-pair wood brackets and mounting hardwareUse 1-bracket for every 4 ft. of pole lengthExclusively at the Home Depot,"https://m.media-amazon.com/images/I/81cHWjO0CHL._AC_UF894,1000_QL80_.jpg",
203654,Fathead 20 in. x 32 in. Troy Polamalu Pittsburgh Steelers Wall Decal,"Your  Fathead Jr. has all the fun action and real-life graphics of Real. Big. Fathead Wall Graphics in a more space-friendly size. Fathead Jr. fits all kinds of spaces including doors, fridges, windows, tables, dorm rooms, etc.  And best of all, it is completely repositionable, and will not leave any residue on your wall.Rich, vivid, precision cut imagesEasy to apply: Just peel and stickMoveable and safe for wallsExtra coordinating images includedClick here to learn more about wall decor",https://fathead.com/cdn/shop/products/liebbhuilzdufhbztu4u.jpg?v=1630004610,
115426,"Magic Chef 3.5 cu. ft. Mini Refrigerator in Stainless Look, ENERGYSTAR","Whether you're college-bound or simply want a little extra refrigerator space in your home, this Magic Chef 3.5 cu. ft. Compact Refrigerator has the storage options you're looking for. The sleek appearance is matched by its well-designed interior a can dispenser conveniently keeps soda in the door while additional door shelves provide space for other frequently used items. Glass refrigerator shelves are easy to clean.Energy Star qualified - meets or exceeds federal guidelines for energy efficiency, which means year-round energy savingsUpfront Interior analog controls for making quick adjustments to internal temperature3 fresh-food shelves provide storage for both larger items and smaller items to efficiently utilize interior capacityDoor shelves help you keep frequently used items up front for easy accessCan dispenser keeps soda cans neat and convenient3.5 cu. ft. capacity mini refrigerator is manual defrostFull width freezer compartment allows for freezing of smaller frozen food itemsInterior light for easy viewing of stored itemsWarranty is 1 Year Parts and Labor; 5 Years on compressor (parts only)This item does not qualify for the Major Appliance Delivery and Haul Away or Installation ServicesThis item does not qualify for the Major Appliance Delivery and Haul Away or Installation ServicesHome Depot Protection Plan:",https://i5.walmartimages.com/asr/97014d40-b492-4ca5-9148-cead091c2f5b.09968b47cff8f0fa9c2adbf2163d5408.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,
139589,Sparkle Magic Red Laser Illuminator,"The Illuminator Laser Light is the future of indoor/outdoor decorative lighting. Designed with simplicity and ease-of-use in mind, the Illuminator is a patent-pending, high tech laser light that allows you to cast dazzling, colorful lights onto any surface. The hassle-free setup allows you to install it anywhere in minutes, just remove the light from the box, attach the flexible stem and base, then plug in and point. Its as simple as that. Compared to traditional Landscaping or party lighting, the Illuminator is more energy efficient and easier to use and our patent-pending light has an adjustable dial that can produce seven different lighting effects, allowing you to change the appearance nightly. The Illuminator Laser light is ideal for weddings, holiday lighting, special occasions, or for adding a distinctive touch to any landscape. Built with quality, durable components, the Illuminator was designed from the ground up to be a lightweight and portable lighting solution. Made from aluminum casing and weighing only 3 oz., the Illuminator is designed to withstand the effects of harsh weather and is engineered to provide years of enjoyment.Significantly less than a traditional light bulb at less than 5-Watt7,000 to 10,000 hours of continuous use life spanLess than 5mW (Class 3A)Indoor/outdoor25 ft. x 25 ft. at a distance of 35 ft.Home Depot Protection Plan:",https://lasersandlights.com/cdn/shop/products/sparkle-magic-4-0-illuminator-red-laser-light-projector-3716114415697.jpg?v=1675745141,
159041,2-Handle Kitchen Faucet in Chrome,"The Glacier Bay 2-Handle Kitchen Faucet in Chrome features a unique wall-mount design that enables you to install it regardless of your sink's existing fixture holes. Its design also saves you counterspace. This faucet is equipped with an elegant high arc spout and 7-9 in. adjustable center distance for versatile installation and hookup.Polished chrome finish to give your kitchen a clean, polished lookWall-mount design for use in sinks regardless of existing spread/fixture holes7-9 in. adjustable center distanceQuarter-turn drip-free cartridgesDual temperature controls",https://content.interlinebrands.com/product/Image/Detail/13/3577631_usn.jpg,
197780,Hampton Bay Windward 44 in. Red Ceiling Fan,"Modern styling and energy efficiency make the 44 in. Windward ceiling fan the perfect choice for any small room application. The Home Decorators Collection took the larger Windward IV and created a compact version without sacrificing style or function. The high efficiency blades move plenty of air and the included light kit comes with two 14-Watt CFL bulbs. Installation is a breeze with QuickInstall snap-in blades and the threaded downrod ensures stability and wobble free operation.Red finishPowerful 3-speed reversible motorFrosted white bowl light kit5 high efficiency bladesTwo 14-Watt CFL bulbs includedQuickInstall blades snap securely into place with no need for screwsQuickInstall mounting bracketConcealed hardware for added style and beautyPull chain operationDesigned for indoor use onlyCompatible with a variety of 3/4 in. extension downrods (sold separately)Compatible with LED bulbs (sold separately)Tri-mount installation (standard, close-to-ceiling, or angled mount)Lifetime limited warranty",https://images.thdstatic.com/productImages/be2305df-7036-4954-af12-2b12798a2d15/svn/home-decorators-collection-ceiling-fans-with-lights-54404-e1_600.jpg,
163663,Philips 54-Watt 46 in. T5 Natural High Output Linear Fluorescent Light Bulb (15-Pack),"The Philips 54-Watt Linear Fluorescent Light Bulb is ideal for residential use in kitchens, bathrooms, garages and basements. It's also great for commercial use in medium and high-bay retail and industrial applications. It provides general room lighting, simulating a natural light and creating a lively environment, while also offering energy savings and long use.Brightness: 4800 LumensLife expectancy: 22.8 years (based on three hours/day)Light appearance: 5000K (natural)Energy used: 54-WattIdeal for residential use in laundry rooms and bathrooms, as well as for commercial use in medium and high-bay retail and industrial applicationsSimulates natural light, creating a lively environmentT5 shape, mini bi-Pin base",https://images.thdstatic.com/productImages/5ee70dba-77ab-4af8-a857-8091e61c9b9c/svn/philips-fluorescent-tube-lights-564773-64_1000.jpg,
106020,Globe Electric 40-Watt Incandescent S60 E26 Vintage Edison Squirrel Cage Filament Light Bulb - Antique Edison,"Globe Electric 01324 60-Watt S60 Vintage Squirrel Cage Incandescent Medium Base Light Bulb. This handcrafted antique style light bulb will add a vintage feel to any room. Ideal for use in exposed light fixtures, this light bulb is fully dimmable and provides a warm, pleasant light.Vintage Edison light bulb has an antique Edison color with a color temperature of 2700K, which is great to provide a warm ambient lightHandcrafted light bulb is perfect for adding a vintage feel to any room, providing a tinted and warm glowFilament light bulb has a lifespan of 3000 hours, reducing the need for frequent bulb replacementsVintage light bulb is ideal for general household use in exposed bulb lamps, wall sconces and ceiling fixturesVintage incandescent E26 base light bulb is dimmable to add desired mood and ambiance","https://m.media-amazon.com/images/I/51GuUWJA9CL._AC_UF894,1000_QL80_.jpg",
126119,Woods 24-Hour In-Wall Mechanical Programmable Timer - White,"The In-Wall Mechanical Timer with Daily Settings turns indoor lighting on and off at set times. This timer is ideal for common areas in commercial and residential settings such as overhead lighting, ceiling fans, porch lighting, watering equipment or other medium-duty applications. Programming can be set in 30 minute intervals with segment pins that are permanently attached so they won't get lost. There are up to 24 on/off settings per day for flexible programming, and a manual override switch which temporarily suspends switch operation without affecting the set schedule. This 24-hour in-wall timer conveniently replaces a standard wall switch and fits a single or multi-Gang electrical box. Features also include a warm neutral color pallet to compliment any commercial or residential decor. The In-Wall Mechanical 24-Hour Timer provides added security, by programming your overhead lights to turn on while your away, making you home appear occupied and less attractive to burglars. This timer is compatible with compact fluorescent lighting (CFL), LED bulbs and CSA listed for quality assurance. The Woods brand of timers and home controls bring simplicity to your life, by maximizing convenience, security and energy savings.Up to 24 on and off settings per day, programmable in 30 minute intervals, settings repeat dailyAutomates overhead lighting, ceiling fans and porch lighting so you arrive to a safe and secure homeEasily installs in place of existing wall switchFits any single or multi-Gang decorator switch plateRatings: 125-Volt, 60 Hz/20-Amp, 2500-Watt resistive/8-Amp, 1000-Watt tungsten/8-Amp ballast/1 HP",https://i5.walmartimages.com/seo/Woods-59745-Wall-Programmable-Timer-24-Hr-Compatible-with-CFL_06765e87-0f3e-41f3-b4cd-9fa0ee8f3506.b1b898b5c6d9d504a217c453ab2810ce.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,
108726,Home Decorators Collection Hampton Bay 44 in. Vanity in Sequoia with Granite Vanity Top in Black,"Bring an elegant touch to your decor with this Hampton Bay bathroom vanity cabinet. You can keep your bath essentials tucked away in one of the eight drawers or center cabinet space, or on the interior shelf. This vanity features extra-dense, no-warp wood composite and wood veneer for exceptional durability and beauty. With recessed-paneling, crown moulding and bun feet, this piece was crafted with attention to detail.Includes a 3/4 in. thick hand-polished granite top and porcelain basinSingle basin44 in. W x 35 in. H x 22 in. DTwo doors and one adjustable interior shelfTwo faux decorative drawersPre-drilled holes for drain and faucet installationMinor assembly requiredConstructed of solid wood and hardwood veneerFinished backTakes a standard 8 in. 3-hole faucet set (sold separately)Drain sold separately",https://images.thdstatic.com/productImages/a3c5484f-774a-4768-9d8f-384e15f1691f/svn/home-decorators-collection-bathroom-vanities-with-tops-bf-21375-sq-64_1000.jpg,
124901,Prime-Line Brass Victorian Glass Knob (2-Pack),"The Defender Security Brass Victorian Glass Knob (2-Pack) is made with a brass-plated base for a beautiful appearance. The knob handles feature a 2 in. diameter and a glass design for an elegant look.Compatible with most passage doors including older stylesGlass handled knobs feature a 2 in. diameterBrass-plated base5/16 in. square spindle shaft for simple operationIncludes 2 knobs, 1 spindle and mounting hardware",https://www.primeline.net/Content/Images/ProductImages/E-2536.JPG,
195894,Elementz 12.5 in. x 12.5 in. Capri Azzurro Mix Glossy Glass Tile-DISCONTINUED,"The Capri product line offers a unique, solid body, glass mosaic tile that is suitable for residential and commercial floor, wall and countertop installations. Capri is manufactured by grinding and pressing recycled glass creating a beautiful and extremely durable product suitable for heavy traffic environments. Capri is made using 95% post-consumer recycled glass content combined with an innovative, low energy production process. Available in solid colors and color mixes, glossy finish or ""grip"" finish. The optional grip finish provides enhanced slip resistance in showers, pools and other wet environments. The Capri product combines unique style with exceptional technical performance to give you the ultimate in design flexibility.First quality glass mosaic tile manufactured using 95% post-consumer recycled glass2 in. x 2 in. individual glass mosaic tiles mesh mounted on 12.5 in. x 12.5 in. x .25 in. sheetHigh gloss finish with unique color blend and slight variation in surface textureHighly resistant to abrasion and suitable for all residential and commercial applications including floor, wall and countertop installationsHighly stain resistant and easy to clean and maintainCompletely frost resistant for indoor or outdoor use1.09 sf per sheet. Sold by each sheet. 2.89 lbs per sheetDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation toolsAll online orders for this item ship via parcel ground and may arrive in multiple boxesLearn how to get a Lifetime Warranty by using Custom Building Products from The Home Depot. Visit www.homedepot.com/CBPDon't forget your coordinating trim pieces, grout, backerboard, thinset and installation tools",https://image.architonic.com/img_pro1-6/121/4023/ar-0a20-rosa-sq.jpg,
167137,Everbilt Galvanized Slide Bolt,The Everbilt Slide Action Bolt is great for gates and sheds. Can be used in either right-handed or left-handed applications. The slide action bolt is for use on flush-mounted gates and doors. Easy to install.California residents: see&nbsp;Proposition 65 informationMade of steelGalvanized finishRust resistantScrews includedAdjustable backsetCan be used in out-swinging or in-swinging doorsCompatible with a padlock for extra security (sold separately),https://images.thdstatic.com/productImages/decf0438-3b33-42d8-b6e2-4af546465eb1/svn/everbilt-fence-gate-latches-slide-bolts-13556-1d_600.jpg,
192828,BDK Warner Brothers Batman Steering Wheel Cover,"BDK USA Batman steering wheel cover is colorful and durable steering wheel cover that is sure to enhance the appearance of your vehicles interior while allowing you to show off your lighter side. The steering wheel cover features and benefits are cover fits most medium size vehicles, provides comfortable grip on the steering wheel, dresses up the interior of your vehicle, easily slips over most medium size steering wheels and no tools needed.Fit most standard 14.5 in. to 15.5 in. diameter steering wheelsSoft black PU leather material with embossed Superman sidesProvides better grip and handling while drivingEasy to installOfficially licensed by Warner Brothers",https://i5.walmartimages.com/seo/Batman-Car-Steering-Wheel-Cover-Universal-Fit-Officially-Licensed-Warner-Brothers-Graphics-Great-Automotive-Accessory-Gift-Idea-Fans_51119656-6f1e-4efd-9406-940063c8a638.d82d5183cdd1d45f0777c31ae80435c3.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,
119322,Nance Carpet and Rug 12 ft. x 15 ft. Beige Unbound Carpet Remnant,Why pay full price for carpet when you can buy a carpet remnant for half of the price? Carpet remnants provide stylish and affordable alternatives for your interior renovations. The money you save can be used for other projects. This stylish 12 ft. x 15 ft. Textured Beige Carpet Remnant is neutral and goes with virtually any design. 24 to 35 ounce face weight. The carpet remnant is unbound for wall-to-wall application. Carpet pad recommended for prolonged life and comfort. Carpet only.Textured/plush carpet materialCarpet pad recommended  (sold separately)Made in the USAWrapped in heavy-duty plastic to protect the product throughout the shipping process24 oz - 35 oz face weight,https://m.media-amazon.com/images/S/mms-media-storage-prod/final/BrandPosts/brandPosts/761ad547-abb1-41ed-b6ad-c012ba89d525/73b029dc-5d74-493c-9fd6-4ec265bbaaae/media._SL480_.jpeg,
117870,Prime-Line Bypass Closet Door Top-Hung Back Rollers and Brackets (2-Pack),These Prime-Line Products Bypass Closet Door Top-Hung Back Rollers and Brackets (2-Pack) feature a round-edge nylon wheel fixed to an offset bracket that can adjust to fit as needed.Fits 3/4 - 1-3/8 in. by-passing closet doorsNylon wheel fixed to a steel bracket3/4 in. diameter ball bearing wheel with rounded edgeAdjustable bracket design with 1/2 in. offsetMounts easily to the side of the back by-passing door,https://images.thdstatic.com/productImages/4e523815-5a89-40a5-913d-2540a9744ada/svn/prime-line-pocket-door-hardware-n-6517-64_600.jpg,
139917,Toledo Fine Locks Segovia Antique Brass Keyed Entry Lever Lockset,"Toledo and Co. offers our customers superior quality locks made by strict specifications to ensure an outstanding security. Toledo Fine Locks is a combination of the latest technology and a traditional craftsmanship with a lifetime warranty. For added security, the entry lock set features an anti-bump key cylinder system. Toledo Fine Locks is perfect for designers and homeowners looking for alternatives that provide distinguished quality, high security, beautiful designs and fine finishes. The Antique Brass Keyed Entry Lever is a perfect blend of timeless design and classic finish. Change your home appearance with this exceptional option.Fits 1-3/8 in. to 1-3/4 in. doorsAdjustable backsetLever-styled lockset is reversibleAntique brass finish complements most home decorMeets or surpasses ANSI grade 3 standards for strength and securityADA compliantFor residential use",https://toledolocks.com/cdn/shop/products/V1900-SE-US3_3e1d4d83-3ec5-4646-b7c9-0b698f575113_800x.png?v=1611925506,
188779,"T-Fal Total Non-Stick 8-qt. Stock Pot, Black","8-quart stock pot made of heavy gauge aluminum for excellent heat conduction. Durable non-stick coating on the interior and exterior for quick clean up. Ergonomic, stay-cool silicone handles; glass lid with vent hole.Non-stick inside and out for easy cooking and clean upEven heat base delivers even heat distribution for reliable cooking resultsVented glass lid maximizes visibility for optimum cooking controlSoft touch handles for comfort grippingDishwasher safeOven safe up to 350 F",https://images.thdstatic.com/productImages/a41e2ef9-feec-47ab-93b2-976e347e11de/svn/cook-n-home-stock-pots-02747-64_1000.jpg,
